Name;Age;Nationality;CC;Overall;Value (EUR);Wage per week (EUR);Preferred Foot;Position;Field
S. Belkahia;19;Germany;DEU;56;120000;1000;Right;CB;Defense
Y. Requena;23;Venezuela;VEN;56;120000;1000;Right;RM;Midfield
S. Lavelle;21;Scotland;GBR;56;120000;1000;Right;LCB;Defense
M. Rodrigues;21;Switzerland;CHE;56;120000;1000;Right;RCB;Defense
L. Brand;18;Netherlands;NLD;56;120000;1000;Right;GK;Defense
D. Pawłowski;19;Poland;POL;56;120000;1000;Right;RB;Defense
R. Tsonev;23;Bulgaria;BGR;56;120000;1000;Right;CM;Midfield
R. Oates;23;England;GBR;56;120000;1000;Right;RM;Midfield
Y. Wakizaka;23;Japan;JPN;56;120000;1000;Right;CM;Midfield
Zuo Yiteng;23;China PR;CHN;56;120000;1000;Right;RB;Defense
K. Osako;18;Japan;JPN;56;120000;1000;Right;GK;Defense
R. Motegi;21;Japan;JPN;56;120000;1000;Right;CB;Defense
A. Eichhorn;19;Germany;DEU;56;120000;1000;Right;RB;Defense
K. Ito;19;Japan;JPN;56;120000;1000;Left;LB;Defense
E. Moran;21;Republic of Ireland;IRL;56;120000;1000;Right;GK;Defense
O. Christensen;19;Denmark;DNK;56;120000;1000;Right;GK;Defense
N. Mbo;19;DR Congo;CIV;56;120000;1000;Right;ST;Attack
B. Leneis;19;Germany;DEU;56;120000;1000;Right;GK;Defense
J. Etou;24;France;FRA;56;120000;1000;Left;LDM;Midfield
P. Pierzchała;19;Poland;POL;56;120000;1000;Right;CB;Defense
D. Barnett;21;Republic of Ireland;IRL;56;120000;1000;Left;LB;Defense
M. Galé;22;Colombia;COL;56;110000;1000;Left;CDM;Midfield
S. Long;23;England;GBR;56;110000;1000;Right;RB;Defense
M. Wolff;21;Argentina;ARG;56;110000;1000;Right;GK;Defense
T. Rönning;19;Sweden;SWE;56;110000;1000;Right;GK;Defense
A. Jerez;19;Chile;CHL;56;110000;1000;Right;GK;Defense
D. Szczepan;23;Poland;POL;56;110000;1000;Right;ST;Attack
C. Ariza;22;Colombia;COL;56;110000;1000;Right;GK;Defense
M. Kos;21;Austria;AUT;56;110000;1000;Right;GK;Defense
K. Cantwell;23;Republic of Ireland;IRL;56;110000;1000;Right;CB;Defense
B. Hernández;23;Mexico;MEX;56;110000;1000;Left;LB;Defense
J. Rees;24;England;GBR;56;110000;1000;Right;CM;Midfield
K. Dybowski;21;Poland;POL;56;110000;1000;Right;GK;Defense
C. Waters;22;Scotland;GBR;56;110000;1000;Left;LB;Defense
D. Miya;22;Japan;JPN;56;110000;1000;Right;CB;Defense
Cui Ming'an;23;China PR;CHN;56;110000;1000;Right;LDM;Midfield
L. Mirwa;23;South Africa;ZAF;56;110000;1000;Left;LB;Defense
K. Shiihashi;21;Japan;JPN;56;100000;1000;Right;RCM;Midfield
H. Campbell;22;England;GBR;56;100000;1000;Right;GK;Defense
Y. Mersin;23;Turkey;TUR;56;100000;1000;Right;GK;Defense
L. Conlan;23;Northern Ireland;IRL;56;100000;1000;Left;LB;Defense
A. Pearce;21;Australia;AUS;56;100000;1000;Right;GK;Defense
D. Hayes;23;Republic of Ireland;IRL;56;100000;1000;Right;RB;Defense
J. Kavanagh;23;Republic of Ireland;IRL;56;100000;1000;Right;RB;Defense
C. Clifford;26;Republic of Ireland;IRL;56;100000;1000;Right;CM;Midfield
T. Hagelskjaer;23;Denmark;DNK;56;100000;1000;Right;GK;Defense
A. Ogalde;21;Chile;CHL;56;100000;1000;Right;GK;Defense
D. Mitov;21;Bulgaria;BGR;56;90000;1000;Right;GK;Defense
M. Orłowski;24;Poland;POL;56;90000;1000;Right;RB;Defense
R. Caicedo;24;Colombia;COL;56;90000;1000;Right;GK;Defense
V. Viot;24;France;FRA;56;90000;1000;Right;GK;Defense
P. Jensen;20;Denmark;DNK;56;90000;1000;Right;GK;Defense
M. Lis;21;Poland;POL;56;90000;1000;Right;GK;Defense
Y. Zummack;22;Germany;DEU;56;90000;1000;Right;GK;Defense
R. Okazaki;26;Japan;JPN;56;90000;1000;Right;CB;Defense
K. Mendoza;23;Denmark;DNK;56;90000;1000;Right;GK;Defense
J. Talbot;21;Republic of Ireland;IRL;56;90000;1000;Left;GK;Defense
P. Patron;20;France;FRA;56;90000;1000;Right;GK;Defense
Lee Joon Hee;24;Korea Republic;KOR;56;90000;1000;Right;GK;Defense
Z. Mills;26;England;GBR;56;90000;1000;Right;RB;Defense
W. Le Pogam;25;France;FRA;56;90000;1000;Left;LB;Defense
Lee Kwang Jin;26;Korea Republic;KOR;56;90000;1000;Right;CDM;Midfield
S. Moore;23;England;GBR;56;90000;1000;Right;GK;Defense
M. Bersano;25;United States;USA;56;90000;1000;Right;GK;Defense
A. Grinwis;26;United States;USA;56;80000;1000;Right;GK;Defense
C. Lyon;26;United States;USA;56;80000;1000;Right;GK;Defense
A. Abdulhameed;24;Saudi Arabia;SAU;56;80000;1000;Left;GK;Defense
B. White;26;Australia;AUS;56;80000;1000;Right;GK;Defense
Kim Tae Ho;26;Korea Republic;KOR;56;80000;1000;Right;GK;Defense
D. Tomii;28;Japan;JPN;56;70000;1000;Right;GK;Defense
M. Nottingham;29;St Kitts Nevis;CIV;56;70000;1000;Right;RB;Defense
L. Perea;32;Colombia;COL;56;70000;1000;Right;ST;Attack
K. Szymański;25;Poland;POL;56;60000;1000;Right;GK;Defense
S. Kawamata;28;Japan;JPN;56;60000;1000;Right;GK;Defense
B. Kennedy;31;Australia;AUS;56;50000;1000;Right;GK;Defense
Y. Takeda;31;Japan;JPN;56;50000;1000;Right;GK;Defense
D. Pipe;34;Wales;GBR;56;30000;1000;Right;RWB;Defense
K. Ogi;35;Japan;JPN;56;20000;1000;Right;GK;Defense
Y. Uekusa;35;Japan;JPN;56;20000;1000;Right;GK;Defense
E. Adebayo;20;England;GBR;55;160000;6000;Right;LW;Attack
A. Al Nassar;26;Saudi Arabia;SAU;55;100000;5000;Right;LM;Midfield
Hugo Díaz;21;Spain;ESP;55;180000;4000;Right;CB;Defense
W. Tomlinson;20;England;GBR;55;140000;4000;Right;CM;Midfield
O. Al Zayni;22;Saudi Arabia;SAU;55;110000;4000;Right;CDM;Midfield
J. Kayode;18;Nigeria;NGA;55;180000;3000;Right;ST;Attack
J. Alvarado;18;Mexico;MEX;55;180000;3000;Right;ST;Attack
D. Butterworth;18;England;GBR;55;180000;3000;Right;ST;Attack
T. Mitchell;18;England;GBR;55;160000;3000;Left;LB;Defense
A. Tarmin;21;Saudi Arabia;SAU;55;140000;3000;Right;RB;Defense
M. Al Thani;21;Saudi Arabia;SAU;55;140000;3000;Right;RM;Midfield
M. Howarth;19;England;GBR;55;140000;3000;Right;CM;Midfield
K. Davies;21;Wales;GBR;55;140000;3000;Right;CB;Defense
F. Darisi;21;Saudi Arabia;SAU;55;140000;3000;Right;CB;Defense
O. Bayode;19;England;GBR;55;130000;3000;Right;RM;Midfield
B. Castrejón;21;Mexico;MEX;55;120000;3000;Left;LB;Defense
M. Leverbe;21;France;FRA;55;110000;3000;Right;CB;Defense
A. Fisher;20;England;GBR;55;100000;3000;Right;GK;Defense
R. Al Najjar;23;Saudi Arabia;SAU;55;90000;3000;Right;GK;Defense
N. Hunt;34;England;GBR;55;30000;3000;Right;RB;Defense
T. Lowery;20;England;GBR;55;190000;2000;Right;CM;Midfield
A. Payne;18;England;GBR;55;180000;2000;Right;CM;Midfield
C. Oxlade-Chamberlain;20;England;GBR;55;180000;2000;Right;RB;Defense
S. Bakan;17;Turkey;TUR;55;180000;2000;Left;LM;Midfield
I. Mahnashi;18;Saudi Arabia;SAU;55;180000;2000;Right;CM;Midfield
R. Edmonds-Green;19;England;GBR;55;170000;2000;Right;CB;Defense
J. Grayson;19;England;GBR;55;170000;2000;Left;CB;Defense
Z. Hakeem;19;England;GBR;55;170000;2000;Left;ST;Attack
M. Akjah;20;Saudi Arabia;SAU;55;160000;2000;Right;GK;Defense
R. McGinley;18;Northern Ireland;IRL;55;160000;2000;Right;LM;Midfield
L. Cass;18;England;GBR;55;160000;2000;Right;RB;Defense
L. Ward;21;England;GBR;55;160000;2000;Right;GK;Defense
H. Al Shaie;20;Saudi Arabia;SAU;55;150000;2000;Right;ST;Attack
G. McDonagh;20;Republic of Ireland;IRL;55;150000;2000;Right;ST;Attack
A. Al Shammari;19;Saudi Arabia;SAU;55;150000;2000;Left;CAM;Midfield
R. Kamber;22;Switzerland;CHE;55;150000;2000;Right;ST;Attack
A. Takagi;20;Japan;JPN;55;150000;2000;Right;ST;Attack
E. Suliman;20;England;GBR;55;140000;2000;Right;CB;Defense
Liu Yue;20;China PR;CHN;55;140000;2000;Right;LM;Midfield
Sun Ya;21;China PR;CHN;55;140000;2000;Right;RM;Midfield
H. Acar;23;Turkey;TUR;55;130000;2000;Right;CM;Midfield
E. Iandolo;20;England;GBR;55;130000;2000;Right;LB;Defense
A. Addai;24;England;GBR;55;130000;2000;Right;ST;Attack
Montes;20;Spain;ESP;55;120000;2000;Right;CB;Defense
N. Khalifa;22;Saudi Arabia;SAU;55;120000;2000;Right;RB;Defense
M. Kristensen;25;Denmark;DNK;55;120000;2000;Right;ST;Attack
M. Solberg;23;Denmark;DNK;55;120000;2000;Right;ST;Attack
A. Haroon;19;Saudi Arabia;SAU;55;120000;2000;Right;CB;Defense
P. Bahanack;20;Cameroon;CMR;55;120000;2000;Left;CB;Defense
H. Al Sibyani;19;Saudi Arabia;SAU;55;110000;2000;Left;LB;Defense
Zhao Yingjie;25;China PR;CHN;55;110000;2000;Right;CM;Midfield
Yan Zhiyu;25;China PR;CHN;55;100000;2000;Left;LB;Defense
Jin Qiang;25;China PR;CHN;55;100000;2000;Right;RDM;Midfield
A. Al Shehry;22;Saudi Arabia;SAU;55;90000;2000;Right;GK;Defense
Wang Chu;27;China PR;CHN;55;90000;2000;Right;CAM;Midfield
C. Haas;25;Austria;AUT;55;80000;2000;Right;GK;Defense
Wang Liang;28;China PR;CHN;55;70000;2000;Right;RB;Defense
J. Łoś;17;Poland;POL;55;200000;1000;Right;ST;Attack
M. Said;18;Sweden;SWE;55;200000;1000;Left;ST;Attack
H. Palacios;18;Colombia;COL;55;200000;1000;Right;RW;Attack
O. Aga;17;Norway;NOR;55;200000;1000;Right;ST;Attack
C. Lindley;20;United States;USA;55;190000;1000;Right;CM;Midfield
A. Agouda;19;Norway;NOR;55;190000;1000;Right;ST;Attack
S. Baptiste;20;England;GBR;55;190000;1000;Right;CM;Midfield
M. El Idrissy;19;France;FRA;55;190000;1000;Right;ST;Attack
C. Goddard;21;Japan;JPN;55;190000;1000;Left;CAM;Midfield
B. Berríos;20;Chile;CHL;55;190000;1000;Right;CM;Midfield
F. Durmuş;19;Turkey;TUR;55;190000;1000;Right;CM;Midfield
M. Hernández;19;Argentina;ARG;55;190000;1000;Right;CM;Midfield
L. Dunne;19;Republic of Ireland;IRL;55;190000;1000;Left;CAM;Midfield
H. Ishihara;19;Japan;JPN;55;190000;1000;Right;LM;Midfield
W. Graham;19;Scotland;GBR;55;190000;1000;Right;ST;Attack
K. Mellado;19;Chile;CHL;55;190000;1000;Right;ST;Attack
B. Mumba;16;England;GBR;55;190000;1000;Right;CM;Midfield
R. Gómez;16;Argentina;ARG;55;190000;1000;Right;RM;Midfield
V. Triboulet;19;France;FRA;55;190000;1000;Right;ST;Attack
S. Martin;21;Scotland;GBR;55;190000;1000;Right;LDM;Midfield
J. Earing;19;England;GBR;55;190000;1000;Right;CM;Midfield
J. Roberts;17;Australia;AUS;55;180000;1000;Right;ST;Attack
A. Diaz;18;Chile;CHL;55;180000;1000;Left;LW;Attack
M. Hauptmann;18;Germany;DEU;55;180000;1000;Right;RM;Midfield
M. Kaastrup;17;Denmark;DNK;55;180000;1000;Left;LM;Midfield
N. Sheron;20;England;GBR;55;180000;1000;Right;CB;Defense
M. Valenta;18;Czech Republic;CZE;55;180000;1000;Right;CM;Midfield
J. López;18;Argentina;ARG;55;180000;1000;Right;CM;Midfield
Y. Taki;18;Japan;JPN;55;180000;1000;Right;CM;Midfield
C. Bassett;16;United States;USA;55;180000;1000;Right;CDM;Midfield
J. Guttau;18;Germany;DEU;55;180000;1000;Right;CAM;Midfield
E. Çetindere;18;Turkey;TUR;55;180000;1000;Right;CDM;Midfield
J. Romo;18;Chile;CHL;55;180000;1000;Right;ST;Attack
N. Hahn;17;Austria;AUT;55;180000;1000;Right;CDM;Midfield
K. Ward;18;England;GBR;55;180000;1000;Right;CM;Midfield
G. Rogers;17;England;GBR;55;180000;1000;Left;RM;Midfield
M. Henvey;18;Scotland;GBR;55;180000;1000;Right;ST;Attack
J. Kronig;18;Switzerland;CHE;55;180000;1000;Left;CB;Defense
P. Almqvist;18;Sweden;SWE;55;180000;1000;Right;LW;Attack
L. Shabani;18;Albania;ALB;55;180000;1000;Right;LM;Midfield
C. Elliot;18;New Zealand;NZL;55;180000;1000;Right;CAM;Midfield
H. Noda;20;Japan;JPN;55;180000;1000;Right;CB;Defense
M. Leiva;18;Chile;CHL;55;180000;1000;Right;ST;Attack
A. Benedyczak;17;Poland;POL;55;180000;1000;Right;ST;Attack
T. Jäntti;18;Finland;FIN;55;180000;1000;Right;CAM;Midfield
P. Samiec-Talar;16;Poland;POL;55;180000;1000;Right;ST;Attack
A. Sow;18;Senegal;SEN;55;180000;1000;Right;RW;Attack
J. Jaimes;20;Colombia;COL;55;180000;1000;Right;CDM;Midfield
P. Gueye;19;France;FRA;55;170000;1000;Left;CDM;Midfield
G. Piras;19;Italy;ITA;55;170000;1000;Right;CB;Defense
K. Lara;19;Chile;CHL;55;170000;1000;Left;LB;Defense
K. Sibille;19;Argentina;ARG;55;170000;1000;Right;CB;Defense
A. Rodriguez;19;Chile;CHL;55;170000;1000;Right;CB;Defense
A. Gudjónsson;19;Norway;NOR;55;170000;1000;Right;CB;Defense
A. Kigbu;19;England;GBR;55;170000;1000;Left;CB;Defense
R. Clampin;19;England;GBR;55;170000;1000;Left;LB;Defense
A. Marie-Sainte;19;France;FRA;55;170000;1000;Right;CB;Defense
C. Peters;19;England;GBR;55;170000;1000;Right;ST;Attack
F. Botiseriu;19;Germany;DEU;55;170000;1000;Left;LB;Defense
H. Pickering;19;England;GBR;55;170000;1000;Left;LB;Defense
A. Linnér;19;Sweden;SWE;55;160000;1000;Right;ST;Attack
D. Arias;18;Chile;CHL;55;160000;1000;Right;ST;Attack
W. Huffer;19;England;GBR;55;160000;1000;Right;GK;Defense
M. Borgogno;19;Argentina;ARG;55;160000;1000;Right;GK;Defense
G. Haag;18;France;FRA;55;160000;1000;Right;CDM;Midfield
G. Satalino;19;Italy;ITA;55;160000;1000;Right;GK;Defense
D. Bielica;19;Poland;POL;55;160000;1000;Right;GK;Defense
T. Bloor;18;England;GBR;55;160000;1000;Right;RWB;Defense
M. Godoy;21;Chile;CHL;55;160000;1000;Right;RW;Attack
A. Doğan;16;Turkey;TUR;55;160000;1000;Right;CB;Defense
S. Mann;21;Austria;AUT;55;160000;1000;Right;CM;Midfield
M. Ross Jensen;17;Denmark;DNK;55;160000;1000;Right;CB;Defense
F. Kraft;19;Germany;DEU;55;160000;1000;Right;GK;Defense
Víctor Gómez;18;Spain;ESP;55;160000;1000;Left;LB;Defense
A. Troffa;18;France;FRA;55;160000;1000;Right;CM;Midfield
S. Jurado;20;Mexico;MEX;55;160000;1000;Right;GK;Defense
H. Guenouche;18;France;FRA;55;160000;1000;Left;LB;Defense
R. Al Otaibi;18;Saudi Arabia;SAU;55;160000;1000;Right;RB;Defense
H. Andersson;16;Sweden;SWE;55;160000;1000;Right;CB;Defense
A. Hodžić;18;Austria;AUT;55;160000;1000;Right;ST;Attack
B. Wade;17;England;GBR;55;160000;1000;Right;GK;Defense
J. Montoya;19;Colombia;COL;55;160000;1000;Right;GK;Defense
G. Arib;18;France;FRA;55;160000;1000;Right;CDM;Midfield
D. Amos;18;England;GBR;55;160000;1000;Left;LB;Defense
R. Ayagwa;20;Nigeria;NGA;55;160000;1000;Right;CM;Midfield
S. Gussiås;18;Norway;NOR;55;150000;1000;Right;ST;Attack
B. Niezgoda;18;Poland;POL;55;150000;1000;Right;GK;Defense
Y. Oki;18;Japan;JPN;55;150000;1000;Right;GK;Defense
R. Uehara;21;Japan;JPN;55;150000;1000;Right;RCM;Midfield
J. Galić;18;Germany;DEU;55;150000;1000;Right;GK;Defense
B. Doherty;21;Republic of Ireland;IRL;55;150000;1000;Left;LB;Defense
V. Reitstetter;20;Germany;DEU;55;150000;1000;Right;CB;Defense
M. Prinz;18;Germany;DEU;55;150000;1000;Right;GK;Defense
A. Zaizen;19;Japan;JPN;55;150000;1000;Right;CAM;Midfield
D. Camara Bos;19;Netherlands;NLD;55;150000;1000;Right;RB;Defense
R. Deiman;19;Netherlands;NLD;55;150000;1000;Right;CM;Midfield
N. Bai;19;France;FRA;55;150000;1000;Left;LB;Defense
J. Simpson;19;England;GBR;55;150000;1000;Right;CM;Midfield
M. Shabow;20;Australia;AUS;55;140000;1000;Right;LM;Midfield
H. Sobol;18;Poland;POL;55;140000;1000;Right;ST;Attack
R. Slater;18;England;GBR;55;140000;1000;Right;RCM;Midfield
K. Ahmadi;19;Sweden;SWE;55;140000;1000;Right;LM;Midfield
B. Maher;17;Republic of Ireland;IRL;55;140000;1000;Right;GK;Defense
B. Leiva;20;Chile;CHL;55;140000;1000;Left;LW;Attack
T. Amos;20;Sweden;SWE;55;140000;1000;Right;GK;Defense
D. Błanik;21;Poland;POL;55;140000;1000;Right;RM;Midfield
D. Noone;21;Republic of Ireland;IRL;55;140000;1000;Right;CAM;Midfield
R. Lopez-Espin;22;United States;USA;55;140000;1000;Right;ST;Attack
K. Klaesson;17;Norway;NOR;55;140000;1000;Left;GK;Defense
E. Küc;21;Germany;DEU;55;140000;1000;Right;CAM;Midfield
W. Scott;18;Australia;AUS;55;140000;1000;Right;LB;Defense
H. Offia;18;Nigeria;NGA;55;140000;1000;Right;LM;Midfield
A. Kawai;18;Japan;JPN;55;140000;1000;Left;LB;Defense
C. Sepúlveda;21;Colombia;COL;55;140000;1000;Right;CDM;Midfield
R. Mantel;17;Belgium;BEL;55;140000;1000;Right;GK;Defense
O. Nowak;20;Poland;POL;55;140000;1000;Right;ST;Attack
Y. Nuxoll;20;Germany;DEU;55;140000;1000;Right;CB;Defense
J. Tromsdal;20;Norway;NOR;55;140000;1000;Right;CM;Midfield
J. Brannefalk;20;Sweden;SWE;55;140000;1000;Right;CM;Midfield
A. Famewo;19;England;GBR;55;130000;1000;Left;CB;Defense
W. Hanssen;20;Norway;NOR;55;130000;1000;Right;ST;Attack
R. Sandford;19;England;GBR;55;130000;1000;Right;GK;Defense
T. Forbes;22;England;GBR;55;130000;1000;Right;RWB;Defense
A. Bonnah;18;Sweden;SWE;55;130000;1000;Right;CM;Midfield
H. Ishikawa;19;Japan;JPN;55;130000;1000;Right;CM;Midfield
A. Sevestre;19;France;FRA;55;130000;1000;Right;GK;Defense
N. Gartside;20;Northern Ireland;IRL;55;130000;1000;Right;GK;Defense
M. García;19;Colombia;COL;55;130000;1000;Right;ST;Attack
S. Daly-Bütz;22;Republic of Ireland;IRL;55;130000;1000;Right;RM;Midfield
Li Chen;21;China PR;CHN;55;130000;1000;Right;GK;Defense
R. Balanta;25;Colombia;COL;55;120000;1000;Right;ST;Attack
Gianluca Zanette;21;Brazil;BRA;55;120000;1000;Right;GK;Defense
J. Sowerby;23;England;GBR;55;120000;1000;Right;RB;Defense
P. Waring;19;Japan;JPN;55;120000;1000;Right;ST;Attack
A. Baun;22;Denmark;DNK;55;120000;1000;Right;RM;Midfield
M. Matic;22;Switzerland;CHE;55;120000;1000;Right;GK;Defense
Y. Nishimura;18;Japan;JPN;55;120000;1000;Right;CM;Midfield
R. Swan;22;Republic of Ireland;IRL;55;120000;1000;Right;ST;Attack
K. Yamaguchi;23;Japan;JPN;55;120000;1000;Right;CF;Attack
F. Tägtström;20;Sweden;SWE;55;120000;1000;Right;CB;Defense
M. Edjouma;21;France;FRA;55;120000;1000;Right;CDM;Midfield
A. Gilchrist;23;Scotland;GBR;55;120000;1000;Left;LCB;Defense
M. Orozco;22;Mexico;MEX;55;120000;1000;Right;RB;Defense
N. Hämäläinen;21;Finland;FIN;55;120000;1000;Left;LB;Defense
A. Nadesan;23;England;GBR;55;120000;1000;Right;RS;Attack
H. Hawsawi;21;Saudi Arabia;SAU;55;120000;1000;Right;GK;Defense
J. Łabojko;20;Poland;POL;55;120000;1000;Right;CDM;Midfield
J. Cano;22;United States;USA;55;120000;1000;Right;RB;Defense
J. Tibbetts;19;England;GBR;55;110000;1000;Right;GK;Defense
C. McVey;21;Sweden;SWE;55;110000;1000;Right;RB;Defense
I. Ibañez;21;Chile;CHL;55;110000;1000;Right;RB;Defense
V. Arzayus;26;Colombia;COL;55;110000;1000;Right;ST;Attack
A. Arigoni;19;Switzerland;CHE;55;110000;1000;Right;LB;Defense
N. Logue;22;Northern Ireland;IRL;55;110000;1000;Left;CB;Defense
Jang Eun Gyu;25;Korea Republic;KOR;55;110000;1000;Right;CM;Midfield
Y. Aguila;22;Chile;CHL;55;110000;1000;Left;LB;Defense
D. Araki;24;Japan;JPN;55;110000;1000;Right;CM;Midfield
R. Yañez;23;Chile;CHL;55;110000;1000;Right;GK;Defense
L. Gray;22;Wales;GBR;55;110000;1000;Right;GK;Defense
B. Ozegovic;18;Austria;AUT;55;110000;1000;Right;GK;Defense
C. López;23;Colombia;COL;55;110000;1000;Right;GK;Defense
T. Mohr;21;Germany;DEU;55;110000;1000;Right;CB;Defense
A. Kajpust;19;Poland;POL;55;110000;1000;Right;CB;Defense
L. Sutton;21;England;GBR;55;110000;1000;Right;RB;Defense
A. Splaine;21;Scotland;GBR;55;110000;1000;Left;CDM;Midfield
S. Svenlén;18;Sweden;SWE;55;110000;1000;Right;CB;Defense
J. Dakir;21;Denmark;DNK;55;110000;1000;Right;GK;Defense
Taliby;21;Spain;ESP;55;100000;1000;Right;GK;Defense
A. Quintana;23;Colombia;COL;55;100000;1000;Right;GK;Defense
C. Moreno;20;Mexico;MEX;55;100000;1000;Right;GK;Defense
P. Pellegrino;20;Italy;ITA;55;100000;1000;Left;GK;Defense
A. Kapp;23;United States;USA;55;100000;1000;Right;GK;Defense
L. Hlabi;18;England;GBR;55;100000;1000;Right;ST;Attack
L. O'Reilly;22;England;GBR;55;100000;1000;Right;GK;Defense
M. Kamissoko;25;France;FRA;55;100000;1000;Right;CB;Defense
Dong YanFeng;22;China PR;CHN;55;100000;1000;Right;RB;Defense
R. Sulewski;24;Poland;POL;55;100000;1000;Right;RB;Defense
Luo Hao;23;China PR;CHN;55;100000;1000;Right;CB;Defense
K. Horgan;21;Republic of Ireland;IRL;55;90000;1000;Right;GK;Defense
Cristian Arco;23;Spain;ESP;55;90000;1000;Right;GK;Defense
E. Wearen;25;Republic of Ireland;IRL;55;90000;1000;Right;RCM;Midfield
M. Karlsson;22;Sweden;SWE;55;90000;1000;Right;GK;Defense
M. Barker;24;Republic of Ireland;IRL;55;90000;1000;Right;RB;Defense
E. Selen;23;Turkey;TUR;55;90000;1000;Right;GK;Defense
K. McIntosh;24;United States;USA;55;90000;1000;Right;GK;Defense
L. Wackerle;22;Austria;AUT;55;90000;1000;Right;GK;Defense
T. Shibuya;23;Japan;JPN;55;90000;1000;Right;GK;Defense
J. Hamon;23;England;GBR;55;90000;1000;Right;GK;Defense
J. Saki;27;France;FRA;55;90000;1000;Left;CM;Midfield
M. Minder;25;Switzerland;CHE;55;90000;1000;Left;GK;Defense
M. Goto;24;Japan;JPN;55;90000;1000;Right;GK;Defense
R. Piscitelli;24;Italy;ITA;55;80000;1000;Left;GK;Defense
C. Ortiz;31;Venezuela;VEN;55;80000;1000;Right;ST;Attack
S. Kelly;28;Republic of Ireland;IRL;55;70000;1000;Right;RB;Defense
D. Dennehy;29;Republic of Ireland;IRL;55;70000;1000;Left;RCB;Defense
S. Harding;29;Republic of Ireland;IRL;55;70000;1000;Right;RWB;Defense
G. Kawanami;27;Japan;JPN;55;70000;1000;Right;GK;Defense
S. Tracy;29;Republic of Ireland;IRL;55;70000;1000;Left;LB;Defense
Liu Le;29;China PR;CHN;55;70000;1000;Left;LB;Defense
T. Okuda;29;Japan;JPN;55;70000;1000;Right;GK;Defense
K. Zobeck;28;United States;USA;55;60000;1000;Right;GK;Defense
J. Sinclair;30;England;GBR;55;60000;1000;Right;RB;Defense
Y. Nishibe;37;Japan;JPN;55;10000;1000;Right;GK;Defense
D. Grimshaw;20;England;GBR;54;120000;6000;Right;GK;Defense
C. Lemonheigh-Evans;21;Wales;GBR;54;120000;5000;Right;ST;Attack
E. Watt;18;Scotland;GBR;54;150000;4000;Right;CM;Midfield
S. Walker;17;England;GBR;54;150000;4000;Right;ST;Attack
C. MacDonald;20;Scotland;GBR;54;130000;4000;Left;LB;Defense
J. Kerr;20;Scotland;GBR;54;130000;4000;Right;RB;Defense
J. Veale;21;Wales;GBR;54;120000;4000;Right;CM;Midfield
A. Baldwin;21;England;GBR;54;110000;4000;Right;CB;Defense
A. Al Dhafeeri;20;Saudi Arabia;SAU;54;100000;4000;Right;CM;Midfield
R. Huser;20;Switzerland;CHE;54;150000;3000;Right;CM;Midfield
C. Merrie;19;England;GBR;54;140000;3000;Left;CM;Midfield
F. Al Birekan;18;Saudi Arabia;SAU;54;140000;3000;Left;ST;Attack
M. Jenz;19;Germany;DEU;54;130000;3000;Right;CB;Defense
B. Morgado;20;Switzerland;CHE;54;130000;3000;Left;LB;Defense
C. John;18;England;GBR;54;130000;3000;Left;CB;Defense
A. Long;17;England;GBR;54;120000;3000;Right;CB;Defense
J. Breitfeld;21;Germany;DEU;54;120000;3000;Right;RM;Midfield
R. McCrorie;20;Scotland;GBR;54;120000;3000;Right;GK;Defense
M. Al Majhad;21;Saudi Arabia;SAU;54;110000;3000;Right;CM;Midfield
A. Zabani;21;Saudi Arabia;SAU;54;100000;3000;Right;CDM;Midfield
M. Attiyah;26;Saudi Arabia;SAU;54;80000;3000;Right;LCM;Midfield
H. Sharahili;28;Saudi Arabia;SAU;54;70000;3000;Right;ST;Attack
F. Macias;19;Venezuela;VEN;54;150000;2000;Right;ST;Attack
F. Preston;19;England;GBR;54;150000;2000;Left;RM;Midfield
I. Acero;18;Mexico;MEX;54;140000;2000;Left;CM;Midfield
M. Sheaf;18;England;GBR;54;140000;2000;Right;RM;Midfield
H. McKirdy;21;Scotland;GBR;54;130000;2000;Right;ST;Attack
Xu Tianyuan;21;China PR;CHN;54;130000;2000;Right;LM;Midfield
A. Parsons;19;England;GBR;54;130000;2000;Right;CB;Defense
A. Søndergaard;17;Denmark;DNK;54;120000;2000;Right;GK;Defense
T. Fantacci;21;Italy;ITA;54;120000;2000;Left;CAM;Midfield
M. Frese;20;Denmark;DNK;54;120000;2000;Left;LW;Attack
Qian Yumiao;20;China PR;CHN;54;120000;2000;Right;CB;Defense
V. Adeboyejo;20;England;GBR;54;110000;2000;Right;ST;Attack
V. Piechocki;21;France;FRA;54;110000;2000;Right;CAM;Midfield
A. Nelson;20;England;GBR;54;110000;2000;Right;ST;Attack
A. Vucenovic;20;Austria;AUT;54;110000;2000;Left;ST;Attack
Xie Weijun;20;China PR;CHN;54;110000;2000;Right;ST;Attack
H. Odoffin;20;England;GBR;54;100000;2000;Right;RB;Defense
J. Weaver;21;England;GBR;54;100000;2000;Right;GK;Defense
Mao Haoyu;21;China PR;CHN;54;100000;2000;Right;ST;Attack
Strefezza;21;Brazil;BRA;54;100000;2000;Right;RW;Attack
Li Hailong;21;China PR;CHN;54;100000;2000;Right;RB;Defense
